pm2_5,city,co,pm10,level,o3,source,so2,crawl_time,date,aqi,no2
27,上海,0.6,33,优,57,aqi_redis_spider,12,2018-05-12 08:19:54.889000,2014-11-24,39,38
27,上海,0.7,49,优,74,aqi_redis_spider,12,2018-05-12 08:19:54.892000,2014-11-25,49,36
50,上海,0.8,66,良,64,aqi_redis_spider,24,2018-05-12 08:19:54.894000,2014-01-28,69,42
58,上海,0.7,69,良,59,aqi_redis_spider,14,2018-05-12 08:19:54.896000,2014-01-29,79,46
188,上海,1.6,163,重度污染,63,aqi_redis_spider,27,2018-05-12 08:19:54.898000,2014-01-30,238,50
142,上海,1.1,106,中度污染,104,aqi_redis_spider,18,2018-05-12 08:19:54.901000,2014-01-31,188,26
84,上海,0.9,69,轻度污染,75,aqi_redis_spider,15,2018-05-12 08:19:54.904000,2014-02-24,111,56
20,上海,0.6,10,良,112,aqi_redis_spider,11,2018-05-12 08:19:54.907000,2014-02-25,60,30
47,上海,1,54,良,111,aqi_redis_spider,10,2018-05-12 08:19:54.909000,2014-02-26,64,48
96,上海,1.3,108,轻度污染,56,aqi_redis_spider,29,2018-05-12 08:19:54.912000,2014-02-27,126,84
31,上海,0.6,55,良,92,aqi_redis_spider,15,2018-05-12 08:19:54.914000,2014-03-24,53,35
57,上海,1,73,良,50,aqi_redis_spider,19,2018-05-12 08:19:54.916000,2014-03-25,78,69
85,上海,1.2,99,轻度污染,91,aqi_redis_spider,23,2018-05-12 08:19:54.918000,2014-03-26,112,69
40,上海,0.6,56,良,97,aqi_redis_spider,10,2018-05-12 08:19:54.921000,2014-03-27,57,48
38,上海,0.6,42,良,97,aqi_redis_spider,8,2018-05-12 08:19:54.924000,2014-03-28,54,37
141,上海,1.7,171,中度污染,63,aqi_redis_spider,44,2018-05-12 08:19:54.927000,2016-01-15,188,106
128,上海,1.5,142,中度污染,85,aqi_redis_spider,40,2018-05-12 08:19:54.929000,2016-01-16,169,88
82,上海,1,124,轻度污染,93,aqi_redis_spider,21,2018-05-12 08:19:54.931000,2016-01-17,109,42
132,上海,1.3,140,中度污染,77,aqi_redis_spider,31,2018-05-12 08:19:54.933000,2016-01-18,175,49
83,上海,1.1,95,轻度污染,77,aqi_redis_spider,32,2018-05-12 08:19:54.935000,2016-01-19,110,46
61,上海,0.9,91,良,147,aqi_redis_spider,18,2018-05-12 08:19:54.938000,2014-04-30,89,67
145,上海,1.1,239,中度污染,190,aqi_redis_spider,29,2018-05-12 08:19:54.945000,2014-05-27,193,61
114,上海,0.9,200,轻度污染,175,aqi_redis_spider,36,2018-05-12 08:19:54.948000,2014-05-28,148,66
78,上海,0.8,179,轻度污染,183,aqi_redis_spider,29,2018-05-12 08:19:54.952000,2014-05-29,121,65
87,上海,0.8,164,轻度污染,179,aqi_redis_spider,28,2018-05-12 08:19:54.955000,2014-05-30,117,58
90,上海,1.2,103,轻度污染,144,aqi_redis_spider,18,2018-05-12 08:19:54.959000,2014-06-28,119,59
98,上海,1,104,轻度污染,187,aqi_redis_spider,25,2018-05-12 08:19:54.963000,2014-06-29,128,54
64,上海,0.9,67,良,130,aqi_redis_spider,12,2018-05-12 08:19:54.967000,2014-06-30,87,39
21,上海,0.7,21,良,119,aqi_redis_spider,7,2018-05-12 08:19:54.971000,2015-06-17,66,29
19,上海,0.6,28,良,120,aqi_redis_spider,8,2018-05-12 08:19:54.974000,2015-06-18,67,28
53,上海,0.7,59,良,128,aqi_redis_spider,9,2018-05-12 08:19:54.977000,2015-06-19,73,33
49,上海,0.9,64,轻度污染,172,aqi_redis_spider,16,2018-05-12 08:19:55.869000,2014-07-28,111,40
46,上海,0.6,53,良,147,aqi_redis_spider,12,2018-05-12 08:19:55.871000,2014-07-29,89,26
22,上海,0.5,38,优,75,aqi_redis_spider,10,2018-05-12 08:19:55.874000,2014-07-30,38,15
15,上海,0.5,32,优,50,aqi_redis_spider,10,2018-05-12 08:19:55.876000,2014-07-31,32,13
128,上海,1.5,172,中度污染,44,aqi_redis_spider,57,2018-05-12 08:19:55.879000,2014-12-24,169,97
45,上海,0.7,52,良,66,aqi_redis_spider,17,2018-05-12 08:19:55.881000,2014-12-25,63,39
24,上海,0.6,39,优,60,aqi_redis_spider,17,2018-05-12 08:19:55.883000,2014-12-26,39,47
24,上海,0.6,39,优,59,aqi_redis_spider,20,2018-05-12 08:19:55.886000,2014-12-27,39,50
69,上海,1.1,96,良,47,aqi_redis_spider,30,2018-05-12 08:19:55.889000,2014-12-28,92,79
93,上海,1.2,82,轻度污染,79,aqi_redis_spider,14,2018-05-12 08:19:55.901000,2018-01-01,123,69
28,上海,0.8,41,良,67,aqi_redis_spider,11,2018-05-12 08:19:55.904000,2018-01-02,59,47
123,上海,1.6,117,中度污染,82,aqi_redis_spider,27,2018-05-12 08:19:55.913000,2018-02-01,162,94
103,上海,1.3,117,轻度污染,89,aqi_redis_spider,26,2018-05-12 08:19:55.916000,2018-02-02,135,91
68,上海,0.9,78,良,110,aqi_redis_spider,12,2018-05-12 08:19:55.925000,2018-03-01,92,48
20,上海,0.5,37,优,90,aqi_redis_spider,9,2018-05-12 08:19:55.928000,2018-03-02,45,30
26,上海,0.6,42,良,156,aqi_redis_spider,8,2018-05-12 08:19:55.930000,2017-07-03,97,26
21,上海,0.6,37,良,124,aqi_redis_spider,9,2018-05-12 08:19:55.933000,2017-07-04,70,25
29,上海,0.7,50,轻度污染,161,aqi_redis_spider,9,2018-05-12 08:19:55.935000,2017-07-05,101,41
28,上海,0.6,51,轻度污染,184,aqi_redis_spider,9,2018-05-12 08:19:55.938000,2017-07-06,122,32
20,上海,0.5,40,良,102,aqi_redis_spider,7,2018-05-12 08:19:55.941000,2017-08-02,52,13
28,上海,0.6,47,轻度污染,200,aqi_redis_spider,8,2018-05-12 08:19:55.943000,2017-08-03,137,17
41,上海,0.7,64,轻度污染,202,aqi_redis_spider,8,2018-05-12 08:19:55.947000,2017-08-04,139,33
64,上海,1.2,85,良,105,aqi_redis_spider,7,2018-05-12 08:19:55.949000,2017-08-05,87,66
19,上海,0.6,41,良,138,aqi_redis_spider,9,2018-05-12 08:19:55.952000,2017-09-02,82,20
12,上海,0.6,31,良,111,aqi_redis_spider,10,2018-05-12 08:19:55.954000,2017-09-03,60,20
10,上海,0.6,32,良,104,aqi_redis_spider,8,2018-05-12 08:19:55.956000,2017-09-04,54,20
24,上海,0.7,56,良,156,aqi_redis_spider,10,2018-05-12 08:19:55.959000,2017-09-05,97,34
58,上海,1,81,良,109,aqi_redis_spider,13,2018-05-12 08:19:55.961000,2017-09-06,79,48
26,上海,0.9,43,优,87,aqi_redis_spider,8,2018-05-12 08:19:55.963000,2017-10-02,44,33
11,上海,0.5,50,优,92,aqi_redis_spider,7,2018-05-12 08:19:55.966000,2017-10-03,50,17
10,上海,0.5,34,优,96,aqi_redis_spider,7,2018-05-12 08:19:55.968000,2017-10-04,48,17
16,上海,0.6,33,优,83,aqi_redis_spider,8,2018-05-12 08:19:55.970000,2017-10-05,43,34
54,上海,1.2,68,良,101,aqi_redis_spider,16,2018-05-12 08:19:55.972000,2017-10-06,74,52
49,上海,0.9,78,良,110,aqi_redis_spider,13,2018-05-12 08:19:55.974000,2017-11-02,100,80
92,上海,1.3,123,轻度污染,138,aqi_redis_spider,19,2018-05-12 08:19:55.976000,2017-11-03,122,75
11,上海,0.5,33,优,81,aqi_redis_spider,8,2018-05-12 08:19:55.978000,2017-11-04,41,20
16,上海,0.6,38,良,77,aqi_redis_spider,9,2018-05-12 08:19:55.981000,2017-11-05,59,47
34,上海,0.8,63,良,81,aqi_redis_spider,11,2018-05-12 08:19:55.983000,2017-11-06,84,67
66,上海,0.9,53,良,96,aqi_redis_spider,12,2018-05-12 08:19:55.985000,2017-02-06,89,31
13,上海,0.5,25,优,89,aqi_redis_spider,10,2018-05-12 08:19:55.987000,2017-02-07,45,27
15,上海,0.5,19,优,76,aqi_redis_spider,9,2018-05-12 08:19:55.990000,2017-02-08,38,28
72,上海,1.1,79,良,90,aqi_redis_spider,17,2018-05-12 08:19:55.992000,2017-02-09,97,35
40,上海,0.9,59,良,87,aqi_redis_spider,20,2018-05-12 08:19:55.994000,2017-02-10,57,42
27,上海,0.6,42,优,100,aqi_redis_spider,9,2018-05-12 08:19:55.996000,2017-03-06,50,30
36,上海,0.7,59,良,109,aqi_redis_spider,13,2018-05-12 08:19:55.998000,2017-03-07,64,51
43,上海,0.8,66,良,102,aqi_redis_spider,14,2018-05-12 08:19:56,2017-03-08,67,53
78,上海,0.9,98,轻度污染,116,aqi_redis_spider,19,2018-05-12 08:19:56.002000,2017-03-09,104,79
63,上海,0.8,76,良,99,aqi_redis_spider,16,2018-05-12 08:19:56.004000,2017-03-10,85,61
60,上海,0.8,62,良,94,aqi_redis_spider,10,2018-05-12 08:19:56.006000,2017-04-08,82,58
31,上海,0.7,43,良,116,aqi_redis_spider,8,2018-05-12 08:19:56.009000,2017-04-09,64,32
25,上海,0.7,33,良,81,aqi_redis_spider,7,2018-05-12 08:19:56.011000,2017-04-10,54,43
57,上海,1,75,良,96,aqi_redis_spider,9,2018-05-12 08:19:56.013000,2017-04-11,78,61
44,上海,0.8,90,良,107,aqi_redis_spider,11,2018-05-12 08:19:56.015000,2017-04-12,80,64
53,上海,0.6,244,轻度污染,151,aqi_redis_spider,10,2018-05-12 08:19:56.020000,2017-05-07,147,42
28,上海,0.5,92,良,98,aqi_redis_spider,8,2018-05-12 08:19:56.022000,2017-05-08,71,32
48,上海,0.8,72,良,120,aqi_redis_spider,9,2018-05-12 08:19:56.024000,2017-05-09,67,49
59,上海,0.9,95,轻度污染,205,aqi_redis_spider,15,2018-05-12 08:19:56.026000,2017-05-10,141,66
48,上海,0.9,86,中度污染,219,aqi_redis_spider,14,2018-05-12 08:19:56.029000,2017-05-11,154,55
15,上海,0.6,30,优,55,aqi_redis_spider,8,2018-05-12 08:19:56.031000,2016-07-10,30,21
23,上海,0.6,35,优,71,aqi_redis_spider,7,2018-05-12 08:19:56.033000,2016-07-11,37,29
60,上海,0.9,87,轻度污染,191,aqi_redis_spider,10,2018-05-12 08:19:56.036000,2016-07-12,129,37
58,上海,1,87,轻度污染,214,aqi_redis_spider,10,2018-05-12 08:19:56.038000,2016-07-13,150,50
53,上海,1.2,64,良,49,aqi_redis_spider,9,2018-05-12 08:19:56.040000,2016-07-14,88,70
13,上海,0.6,25,优,54,aqi_redis_spider,9,2018-05-12 08:19:56.042000,2016-08-12,27,15
16,上海,0.6,30,优,70,aqi_redis_spider,9,2018-05-12 08:19:56.045000,2016-08-13,35,14
22,上海,0.7,36,良,117,aqi_redis_spider,10,2018-05-12 08:19:56.048000,2016-08-14,65,16
14,上海,0.7,29,良,105,aqi_redis_spider,9,2018-05-12 08:19:56.050000,2016-08-15,55,15
47,上海,0.8,57,良,106,aqi_redis_spider,11,2018-05-12 08:19:56.052000,2016-09-11,65,44
35,上海,0.7,46,良,128,aqi_redis_spider,11,2018-05-12 08:19:56.055000,2016-09-12,74,32
30,上海,0.7,37,良,128,aqi_redis_spider,11,2018-05-12 08:19:56.057000,2016-09-13,74,29
17,上海,0.7,25,优,90,aqi_redis_spider,10,2018-05-12 08:19:56.059000,2016-09-14,49,39
7,上海,0.6,10,优,66,aqi_redis_spider,10,2018-05-12 08:19:56.061000,2016-09-15,33,21
41,上海,0.6,95,良,152,aqi_redis_spider,16,2018-05-12 08:19:56.071000,2018-04-01,94,38
46,上海,0.7,113,良,69,aqi_redis_spider,17,2018-05-12 08:19:56.073000,2018-04-02,82,60
12,上海,0.5,29,良,103,aqi_redis_spider,12,2018-05-12 08:19:56.075000,2016-10-11,53,29
29,上海,0.6,50,良,123,aqi_redis_spider,14,2018-05-12 08:19:56.077000,2016-10-12,70,28
20,上海,0.5,42,优,92,aqi_redis_spider,12,2018-05-12 08:19:56.080000,2016-10-13,46,35
26,上海,0.6,46,优,92,aqi_redis_spider,13,2018-05-12 08:19:56.082000,2016-10-14,50,40
16,上海,0.5,41,优,88,aqi_redis_spider,13,2018-05-12 08:19:56.084000,2016-10-15,45,36
49,上海,0.9,82,良,68,aqi_redis_spider,19,2018-05-12 08:19:56.086000,2016-11-11,83,66
36,上海,0.7,71,良,100,aqi_redis_spider,14,2018-05-12 08:19:56.089000,2016-11-12,69,55
52,上海,0.9,68,良,32,aqi_redis_spider,12,2018-05-12 08:19:56.091000,2016-11-13,85,68
85,上海,1.2,102,轻度污染,79,aqi_redis_spider,19,2018-05-12 08:19:56.093000,2016-11-14,113,70
43,上海,0.8,69,良,90,aqi_redis_spider,14,2018-05-12 08:19:56.096000,2016-11-15,60,33
14,上海,0.6,30,优,71,aqi_redis_spider,14,2018-05-12 08:19:56.098000,2016-12-11,44,35
30,上海,1,58,良,39,aqi_redis_spider,15,2018-05-12 08:19:56.100000,2016-12-12,87,69
33,上海,0.8,52,良,60,aqi_redis_spider,13,2018-05-12 08:19:56.102000,2016-12-13,64,51
19,上海,0.5,38,优,65,aqi_redis_spider,13,2018-05-12 08:19:56.105000,2016-12-14,38,28
36,上海,0.7,51,良,90,aqi_redis_spider,22,2018-05-12 08:19:56.107000,2016-02-16,54,43
58,上海,1,71,良,89,aqi_redis_spider,31,2018-05-12 08:19:56.109000,2016-02-17,79,59
69,上海,0.8,84,良,109,aqi_redis_spider,22,2018-05-12 08:19:56.112000,2016-02-18,93,57
69,上海,0.9,83,轻度污染,61,aqi_redis_spider,19,2018-05-12 08:19:56.114000,2016-02-19,103,85
77,上海,0.8,110,轻度污染,102,aqi_redis_spider,23,2018-05-12 08:19:56.116000,2016-02-20,103,42
66,上海,0.8,86,良,125,aqi_redis_spider,17,2018-05-12 08:19:56.118000,2016-03-14,89,36
38,上海,0.5,48,良,110,aqi_redis_spider,14,2018-05-12 08:19:56.120000,2016-03-15,59,38
42,上海,0.6,67,良,97,aqi_redis_spider,14,2018-05-12 08:19:56.123000,2016-03-16,67,53
36,上海,0.6,45,良,74,aqi_redis_spider,12,2018-05-12 08:19:56.125000,2016-03-17,68,54
89,上海,1.2,116,轻度污染,52,aqi_redis_spider,23,2018-05-12 08:19:56.127000,2016-03-18,118,87
44,上海,1,60,良,36,aqi_redis_spider,16,2018-05-12 08:19:56.129000,2017-12-03,100,80
84,上海,1,80,轻度污染,85,aqi_redis_spider,13,2018-05-12 08:19:56.132000,2017-12-04,112,50
37,上海,1,61,良,61,aqi_redis_spider,18,2018-05-12 08:19:56.134000,2017-12-05,70,56
55,上海,1.2,79,轻度污染,71,aqi_redis_spider,19,2018-05-12 08:19:56.136000,2017-12-06,107,93
92,上海,1.4,109,轻度污染,50,aqi_redis_spider,20,2018-05-12 08:19:56.139000,2017-12-07,122,105
29,上海,0.6,47,良,108,aqi_redis_spider,12,2018-05-12 08:19:56.141000,2016-04-16,57,36
52,上海,0.8,78,良,125,aqi_redis_spider,18,2018-05-12 08:19:56.143000,2016-04-17,72,36
27,上海,0.4,52,良,137,aqi_redis_spider,13,2018-05-12 08:19:56.146000,2016-04-18,81,40
25,上海,0.4,50,良,135,aqi_redis_spider,12,2018-05-12 08:19:56.150000,2016-04-19,80,31
35,上海,0.5,48,良,115,aqi_redis_spider,8,2018-05-12 08:19:56.152000,2016-05-14,63,24
32,上海,0.9,51,良,83,aqi_redis_spider,10,2018-05-12 08:19:56.154000,2016-05-15,51,34
43,上海,0.8,62,良,155,aqi_redis_spider,16,2018-05-12 08:19:56.156000,2016-05-16,96,42
30,上海,0.5,51,良,153,aqi_redis_spider,13,2018-05-12 08:19:56.159000,2016-05-17,95,45
43,上海,0.5,71,轻度污染,183,aqi_redis_spider,14,2018-05-12 08:19:56.161000,2016-05-18,121,33
29,上海,0.7,41,良,74,aqi_redis_spider,15,2018-05-12 08:19:56.163000,2017-01-11,52,41
55,上海,1,64,良,36,aqi_redis_spider,17,2018-05-12 08:19:56.165000,2017-01-12,93,74
99,上海,1.3,117,轻度污染,65,aqi_redis_spider,31,2018-05-12 08:19:56.168000,2017-01-13,130,69
22,上海,0.7,32,优,77,aqi_redis_spider,15,2018-05-12 08:19:56.170000,2017-01-14,39,30
13,上海,0.6,24,优,69,aqi_redis_spider,13,2018-05-12 08:19:56.172000,2017-01-15,35,27
25,上海,0.5,36,优,77,aqi_redis_spider,9,2018-05-12 08:19:56.174000,2015-07-20,39,21
41,上海,0.6,58,良,76,aqi_redis_spider,14,2018-05-12 08:19:56.177000,2015-07-21,58,37
38,上海,0.7,59,良,90,aqi_redis_spider,11,2018-05-12 08:19:56.179000,2015-07-22,55,42
37,上海,0.8,55,良,92,aqi_redis_spider,10,2018-05-12 08:19:56.181000,2015-07-23,57,45
38,上海,0.7,55,良,152,aqi_redis_spider,12,2018-05-12 08:19:56.184000,2015-07-24,94,33
43,上海,0.8,61,良,138,aqi_redis_spider,11,2018-05-12 08:19:56.186000,2015-08-17,82,21
46,上海,0.7,58,良,133,aqi_redis_spider,11,2018-05-12 08:19:56.188000,2015-08-18,78,23
27,上海,0.6,40,良,133,aqi_redis_spider,11,2018-05-12 08:19:56.190000,2015-08-19,78,25
42,上海,0.9,62,良,135,aqi_redis_spider,12,2018-05-12 08:19:56.192000,2015-08-20,80,34
21,上海,0.7,33,优,75,aqi_redis_spider,11,2018-05-12 08:19:56.195000,2015-08-21,48,38
59,上海,0.9,75,轻度污染,213,aqi_redis_spider,13,2018-05-12 08:19:56.197000,2017-06-07,149,39
79,上海,0.8,72,中度污染,222,aqi_redis_spider,12,2018-05-12 08:19:56.199000,2017-06-08,157,37
66,上海,0.9,78,轻度污染,206,aqi_redis_spider,12,2018-05-12 08:19:56.202000,2017-06-09,142,40
27,上海,0.7,34,优,74,aqi_redis_spider,8,2018-05-12 08:19:56.204000,2017-06-10,48,38
13,上海,0.5,20,良,131,aqi_redis_spider,8,2018-05-12 08:19:56.206000,2017-06-11,76,18
21,上海,0.5,34,良,132,aqi_redis_spider,11,2018-05-12 08:19:56.208000,2015-09-19,77,28
39,上海,0.6,57,良,131,aqi_redis_spider,11,2018-05-12 08:19:56.210000,2015-09-20,76,32
36,上海,0.6,48,良,129,aqi_redis_spider,11,2018-05-12 08:19:56.213000,2015-09-21,75,31
33,上海,0.7,48,良,107,aqi_redis_spider,10,2018-05-12 08:19:56.215000,2015-09-22,56,37
37,上海,0.9,45,良,117,aqi_redis_spider,12,2018-05-12 08:19:56.218000,2015-09-23,65,40
32,上海,0.6,48,良,113,aqi_redis_spider,15,2018-05-12 08:19:56.220000,2015-10-17,67,53
42,上海,0.7,52,良,146,aqi_redis_spider,13,2018-05-12 08:19:56.222000,2015-10-18,89,38
41,上海,0.6,55,良,140,aqi_redis_spider,15,2018-05-12 08:19:56.224000,2015-10-19,84,43
36,上海,0.6,50,良,127,aqi_redis_spider,14,2018-05-12 08:19:56.226000,2015-10-20,73,42
47,上海,0.7,67,良,148,aqi_redis_spider,15,2018-05-12 08:19:56.228000,2015-10-21,90,46
28,上海,1,24,良,77,aqi_redis_spider,11,2018-05-12 08:19:56.231000,2015-11-17,53,42
26,上海,0.8,46,优,82,aqi_redis_spider,10,2018-05-12 08:19:56.233000,2015-11-18,46,35
30,上海,0.7,46,良,63,aqi_redis_spider,13,2018-05-12 08:19:56.236000,2015-11-19,68,54
45,上海,0.8,55,良,64,aqi_redis_spider,14,2018-05-12 08:19:56.238000,2015-11-20,79,63
35,上海,0.8,44,良,67,aqi_redis_spider,17,2018-05-12 08:19:56.241000,2015-12-19,80,64
49,上海,1.1,47,良,30,aqi_redis_spider,15,2018-05-12 08:19:56.243000,2015-12-20,92,73
135,上海,1.4,141,中度污染,39,aqi_redis_spider,24,2018-05-12 08:19:56.245000,2015-12-21,179,73
90,上海,1.3,108,轻度污染,20,aqi_redis_spider,21,2018-05-12 08:19:56.247000,2015-12-22,119,86
188,上海,2.1,216,重度污染,21,aqi_redis_spider,29,2018-05-12 08:19:56.249000,2015-12-23,238,75
107,上海,1.1,123,轻度污染,76,aqi_redis_spider,24,2018-05-12 08:19:56.252000,2015-01-23,140,64
111,上海,1.2,125,轻度污染,76,aqi_redis_spider,22,2018-05-12 08:19:56.254000,2015-01-24,145,75
123,上海,1.5,132,中度污染,65,aqi_redis_spider,24,2018-05-12 08:19:56.256000,2015-01-25,161,70
105,上海,1.2,105,轻度污染,47,aqi_redis_spider,19,2018-05-12 08:19:56.259000,2015-01-26,137,50
50,上海,0.8,63,良,71,aqi_redis_spider,15,2018-05-12 08:19:56.261000,2015-01-27,69,28
53,上海,0.8,134,良,90,aqi_redis_spider,16,2018-05-12 08:19:56.264000,2015-02-23,92,24
44,上海,0.8,108,良,90,aqi_redis_spider,12,2018-05-12 08:19:56.266000,2015-02-24,79,25
23,上海,0.8,34,优,86,aqi_redis_spider,9,2018-05-12 08:19:56.268000,2015-02-25,43,40
65,上海,0.9,92,良,82,aqi_redis_spider,11,2018-05-12 08:19:56.271000,2015-02-26,88,28
20,上海,0.6,34,优,87,aqi_redis_spider,10,2018-05-12 08:19:56.273000,2015-02-27,44,28
24,上海,0.6,79,良,80,aqi_redis_spider,13,2018-05-12 08:19:56.275000,2015-03-23,64,44
15,上海,0.5,42,优,100,aqi_redis_spider,12,2018-05-12 08:19:56.278000,2015-03-24,50,37
19,上海,0.5,40,良,108,aqi_redis_spider,11,2018-05-12 08:19:56.280000,2015-03-25,57,33
23,上海,0.6,43,良,122,aqi_redis_spider,10,2018-05-12 08:19:56.283000,2015-03-26,68,31
21,上海,0.5,13,良,106,aqi_redis_spider,9,2018-05-12 08:19:56.285000,2015-03-27,55,29
85,上海,0.9,118,轻度污染,204,aqi_redis_spider,21,2018-05-12 08:19:56.287000,2015-04-22,140,84
68,上海,0.8,97,轻度污染,169,aqi_redis_spider,21,2018-05-12 08:19:56.289000,2015-04-23,108,72
64,上海,0.9,106,良,98,aqi_redis_spider,22,2018-05-12 08:19:56.292000,2015-04-24,86,92
82,上海,1,120,轻度污染,162,aqi_redis_spider,22,2018-05-12 08:19:56.294000,2015-04-25,109,92
53,上海,0.7,79,轻度污染,194,aqi_redis_spider,18,2018-05-12 08:19:56.296000,2015-04-26,131,49
44,上海,0.6,55,良,107,aqi_redis_spider,12,2018-05-12 08:19:56.298000,2015-05-24,61,34
40,上海,0.6,54,良,124,aqi_redis_spider,10,2018-05-12 08:19:56.301000,2015-05-25,70,32
34,上海,0.6,53,良,139,aqi_redis_spider,10,2018-05-12 08:19:56.304000,2015-05-26,83,38
44,上海,0.6,57,良,116,aqi_redis_spider,10,2018-05-12 08:19:56.306000,2015-05-27,63,30
37,上海,0.6,56,良,106,aqi_redis_spider,13,2018-05-12 08:19:56.309000,2014-08-28,55,34
43,上海,0.9,56,良,71,aqi_redis_spider,14,2018-05-12 08:19:56.311000,2014-08-29,60,49
20,上海,0.6,31,良,103,aqi_redis_spider,12,2018-05-12 08:19:56.313000,2014-08-30,53,28
21,上海,0.5,37,优,90,aqi_redis_spider,9,2018-05-12 08:19:56.315000,2014-08-31,45,27
47,上海,0.8,70,良,157,aqi_redis_spider,15,2018-05-12 08:19:56.318000,2014-09-25,98,50
57,上海,0.9,72,良,149,aqi_redis_spider,11,2018-05-12 08:19:56.320000,2014-09-26,91,38
40,上海,0.7,50,良,128,aqi_redis_spider,11,2018-05-12 08:19:56.323000,2014-09-27,73,31
20,上海,0.6,35,良,119,aqi_redis_spider,9,2018-05-12 08:19:56.325000,2014-09-28,66,23
54,上海,1,87,良,108,aqi_redis_spider,20,2018-05-12 08:19:56.328000,2014-09-29,74,40
106,上海,1.2,126,轻度污染,115,aqi_redis_spider,14,2018-05-12 08:19:56.330000,2016-06-16,139,59
63,上海,0.8,69,轻度污染,190,aqi_redis_spider,12,2018-05-12 08:19:56.332000,2016-06-17,128,35
29,上海,0.7,44,良,153,aqi_redis_spider,12,2018-05-12 08:19:56.335000,2016-06-18,95,30
27,上海,0.7,46,良,125,aqi_redis_spider,13,2018-05-12 08:19:56.338000,2016-06-19,71,34
44,上海,0.7,82,良,97,aqi_redis_spider,13,2018-05-12 08:19:56.341000,2014-10-27,66,36
18,上海,0.6,58,良,102,aqi_redis_spider,11,2018-05-12 08:19:56.345000,2014-10-28,54,35
24,上海,0.7,56,良,82,aqi_redis_spider,10,2018-05-12 08:19:56.348000,2014-10-29,53,58
41,上海,0.8,71,良,64,aqi_redis_spider,18,2018-05-12 08:19:56.351000,2014-11-26,61,59
22,上海,0.7,46,优,85,aqi_redis_spider,13,2018-05-12 08:19:56.354000,2014-11-27,46,54
57,上海,1.2,64,良,73,aqi_redis_spider,15,2018-05-12 08:19:56.357000,2014-11-28,77,49
45,上海,1,56,良,63,aqi_redis_spider,13,2018-05-12 08:19:56.359000,2014-11-29,62,49
81,上海,1.1,89,轻度污染,75,aqi_redis_spider,12,2018-05-12 08:19:56.364000,2014-02-28,108,43
67,上海,1.2,75,良,49,aqi_redis_spider,16,2018-05-12 08:19:56.369000,2014-03-29,90,65
97,上海,1,117,轻度污染,123,aqi_redis_spider,24,2018-05-12 08:19:56.372000,2014-03-30,128,49
59,上海,0.6,68,良,109,aqi_redis_spider,14,2018-05-12 08:19:56.374000,2014-03-31,81,47
23,上海,0.6,36,优,67,aqi_redis_spider,16,2018-05-12 08:19:56.378000,2016-01-20,44,35
15,上海,0.6,24,优,59,aqi_redis_spider,12,2018-05-12 08:19:56.381000,2016-01-21,40,32
37,上海,0.8,44,良,74,aqi_redis_spider,15,2018-05-12 08:19:56.383000,2016-01-22,53,29
40,上海,0.8,55,良,75,aqi_redis_spider,22,2018-05-12 08:19:56.385000,2016-01-23,57,24
28,上海,0.7,81,良,71,aqi_redis_spider,22,2018-05-12 08:19:56.387000,2016-01-24,66,20
40,上海,0.5,81,良,142,aqi_redis_spider,13,2018-05-12 08:19:56.390000,2014-05-31,85,20
41,上海,0.6,48,良,127,aqi_redis_spider,8,2018-05-12 08:19:56.398000,2015-06-20,73,22
49,上海,0.6,46,良,116,aqi_redis_spider,8,2018-05-12 08:19:56.400000,2015-06-21,67,20
26,上海,0.6,32,良,109,aqi_redis_spider,6,2018-05-12 08:19:56.402000,2015-06-22,58,22
55,上海,0.8,65,良,95,aqi_redis_spider,11,2018-05-12 08:19:56.405000,2015-06-23,74,40
60,上海,0.7,68,良,146,aqi_redis_spider,9,2018-05-12 08:19:56.407000,2015-06-24,88,33
143,上海,1.7,197,中度污染,57,aqi_redis_spider,52,2018-05-12 08:19:57.255000,2014-12-29,190,100
132,上海,1.6,174,中度污染,53,aqi_redis_spider,50,2018-05-12 08:19:57.258000,2014-12-30,174,108
110,上海,1.2,163,轻度污染,60,aqi_redis_spider,42,2018-05-12 08:19:57.260000,2014-12-31,143,70
21,上海,0.7,37,优,83,aqi_redis_spider,8,2018-05-12 08:19:57.265000,2018-01-03,42,28
8,上海,0.6,10,优,61,aqi_redis_spider,7,2018-05-12 08:19:57.267000,2018-01-04,37,29
26,上海,0.8,35,良,59,aqi_redis_spider,9,2018-05-12 08:19:57.269000,2018-01-05,52,41
58,上海,1,62,良,55,aqi_redis_spider,13,2018-05-12 08:19:57.272000,2018-01-06,79,59
22,上海,1.1,22,良,47,aqi_redis_spider,9,2018-05-12 08:19:57.274000,2018-01-07,67,53
29,上海,0.6,41,优,74,aqi_redis_spider,11,2018-05-12 08:19:57.276000,2018-02-03,42,31
35,上海,0.7,49,良,78,aqi_redis_spider,16,2018-05-12 08:19:57.279000,2018-02-04,53,42
56,上海,1,77,良,72,aqi_redis_spider,21,2018-05-12 08:19:57.281000,2018-02-05,94,75
30,上海,0.7,42,良,70,aqi_redis_spider,14,2018-05-12 08:19:57.284000,2018-02-06,65,52
30,上海,0.6,38,优,79,aqi_redis_spider,9,2018-05-12 08:19:57.286000,2018-03-03,50,40
32,上海,0.7,49,良,118,aqi_redis_spider,11,2018-05-12 08:19:57.289000,2018-03-04,65,33
